original_tweet,sentiment_result
dpr ind hai kak terkait dgn kendala kakak dila infokan dm ya yuk kak cek dm thanks,7
lg mesen makan gi eh sebelahan sm anggota dpr a k a mba rieke dyah pitaloka yg titip salam,-2
fahrihamzah kasian yah kesempatan dpr,-3
lega banget cooooyyyy selesai narasi dpr deg degan nulisnya euy,-1
ketumprodem dpr ri lanjutkan usut,1
rt h ckn t pengunggah jalanan rusak dipolisikan dpr undang undang ite dipakai menindas rakyat idtoday news https t co jesy r,-2
dpr in the mv gives me hsu taiyu vibes,0
agoesaguss toejoehkeliling dkayyenz suharman junimendo igbagus jinggaviolet bersamasahabat christien meity maswege yhonalesta all ex xander h l mun d n n zz cilik dhiny natalie viral pria bikin parodi tugas dpr kerjanya tidur pas rapat https t co vdnwcaadq,5
cakepp brooo alisnya cowo banget vibesnya kaya dpr ian wqwq https t co v txbr psj,3
memecomicindo dpr ri urusin negara lo aja coy ngurusin negara maju bidang dibanding negara,3
rt motizenchannel sobat kekacauan administrasi kenegaraan tangan mensesneg yg guru administrasi negara ugm bahayakan kredi,4
febiads dadi bojone dpr ae sing dpr e savage again,5
kantor dpr enak kerjanya tiduran doang tunjangannya https t co cm lwmeclv,4
ifannovich cocok dadi dpr,4
omake ryuzu mvnya dpr ian so beautiful https t co vxbs yg g,0
sturdyright mizanul adly memecomicindo dpr ri joebiden realdonaldtrump yakali fix yg presiden aja udah dukun ntar kebijakannya kyk gimana pengaruhnya kyk gimana intinya dpr fokus aja yg indog,-1
sturdyright memecomicindo dpr ri joebiden realdonaldtrump gw sma lu link nya bg jgn lu spoiler gk asik lu klu spoiler bg gk teman,4
jraharja raja wan wanrawan sosmedbw uu migas penuh kepentingan oligarki putusan mk no bp migas dibubarkan pemerintah dpr membentuk bumn khusus menugaskan bumn mengelola hulu migas,0
rt h ckn t pengunggah jalanan rusak dipolisikan dpr undang undang ite dipakai menindas rakyat idtoday news https t co jesy r,-2
jraharja raja wan wanrawan sosmedbw durian runtuh fasilitas istimewa perpanjangan jabatan hakim hakim pensiun diperpanjang diduga dibalas keputusan hakim menguntungkan pemerintah dpr,2
mamasilvi ferdinandhaean dtanjung ruhutsitompul firzahusain jakpost detikcom beritanya aneh https t co fncbxrno,4
ahmmddd calon dpr,0
